,0
1062,Amy Coney Barrett is sworn in as supreme court justice - as it happened
1063,"As the future of Obamacare heads to the supreme court, so do trans rights"
1064,Scott Morrison is a Pentecostal but he doesn't need believers like Trump does | David Smith
1065,"Free meat, milk and firewood: New Zealand's dairy farms try to lure local workers"
1066,ATO to review super protections for victims of domestic violence under Coalition's early access scheme
1067,"Huawei: US asked for Meng Wanzhou's devices to be secured at arrest, court hears"
1068,Queensland election: Jackie Trad still gets under LNP's skin even as she faces losing seat to Greens
1069,"High rate of Aboriginal incarceration 'starts young', NSW inquiry hears"
1070,'Very nice!': Kazakhstan adopts Borat's catchphrase in new tourism campaign
1071,"Wisconsin can't count mail-in ballots received after election day, supreme court rules"
1072,Melbourne opens up in-home visits as Victoria records second day of zero Covid cases
1073,"I got a new job in Melbourne's lockdown, then lost it, and all on Zoom | Aleksandra Bliszczyk"
1074,Renting clothes is a silver bullet for fashion tragics – if I could find some I wanted to wear | Grace O'Neill
1075,Amy Coney Barrett confirmed to supreme court in major victory for US conservatives
1076,Progressive totems on the chopping block as US supreme court veers right
1077,Amy Coney Barrett is a constitutional ‘originalist’ – but what does it mean?
1078,WBBL: Ellyse Perry returns for Sixers as Thunder take a knee for Black Lives Matter
1079,Here’s how conservative the supreme court could tip with Amy Coney Barrett | Mona Chalabi
1080,Police hope DNA from helmets will solve 1982 Troubles murder case
1081,Most UK bosses would back tougher employment laws to protect workers
1082,"Do all dogs go to heaven? Pet owners increasingly think so, says study"
1083,"Proportion of people in England with Covid antibodies has fallen, study says"
1084,"Cryptic crossword No 28,275"
1085,"Quick crossword No 15,748"
1086,Belgium’s intensive care units could be overrun in a fortnight – as it happened
1087,Covid-19 and immunity: let’s hope immune memories last forever
1088,Burnley 0-1 Tottenham Hotspur: Premier League – as it happened
1089,Biden warns Trump over holding ‘super-spreader events’ as US Covid cases surge
1090,Hearing Melbourne's lockdown was ending was like dam wall breaking. I sobbed | Jill Stark
1091,The Undoing review – Hugh Grant and Nicole Kidman start to unravel
1092,Eddie Jones says he cannot guarantee England players will follow Covid rules
1093,Son Heung-min's header gives Tottenham the points at Burnley
1094,Scorching deserts to green pastures: Jordan's diverse climate
1095,Corrections and clarifications
1096,Over 50 Tory MPs in northern England press PM for roadmap out of lockdown
1097,Sergio Agüero likely to be out for month in fresh blow to Manchester City
1098,"Director at Grenfell Tower TMO describes how fatal cladding saved £800,000"
1099,Does mail-in voting lead to fraud – and does it help Democrats? The facts
1100,US and European markets dip as Covid containment efforts founder
1101,"Morning mail: tears as Melbourne out of lockdown, Fauci warning on US cases, moon water discovery"
1102,Auction for Jerusalem museum’s treasures postponed at last minute
1103,Polish pro-choice protests continue with blockades and red paint
1104,Karlan Grant scores his first West Brom goal to rescue a point at Brighton
1105,Driver arrested after toddler dies in collision in west London
1106,Treasury rejects claims it refused extra £150m for free school meals
1107,CBS releases footage of Trump walking out of 60 Minutes interview
1108,Ex-Corbyn aide Karie Murphy says she is proud of record on antisemitism
1109,I was Corbyn's chief of staff. We acted decisively to ensure antisemites were kicked out of Labour | Karie Murphy
1110,Working from home is proving to be a revolution in our way of life | Larry Elliott
1111,Firms sign up to #10000BlackInterns scheme for workplace diversity
1112,ECB should break the global silence on Pakistan's sad and strange IPL exile | Jonathan Liew
1113,Man jumps 40 metres from helicopter without parachute for charity
1114,Sunak under pressure to reveal whereabouts of his own investments
1115,Trump plans new White House event for Amy Coney Barrett swearing-in
1116,Egan Bernal injury gives Geoghegan Hart shot to lead Ineos Grenadiers
1117,Security guard had no radio to raise alarm about Manchester Arena bomber
1118,Nottingham and Warrington to enter tier-3 Covid restrictions
1119,The Guardian view on Johnson and the public mood: poles apart | Editorial
1120,Greg Clarke raised breakaway threat at start of Project Big Picture talks
1121,The Guardian view on trustbusting Google: change is needed | Editorial
1122,Joy to the Polls: the group performing for Americans as they line up to vote
1123,Freeman denies trying to remove laptop as tribunal takes bizarre turn
1124,Former Facebook moderators sound alarm over treatment of workers ahead of US election
1125,Seven held on suspicion of trying to hijack oil tanker off Isle of Wight
1126,Harry: life with Meghan made me aware of unconscious racial bias
1127,Working from home ‘damaging Britain's creative potential and economic wellbeing’
1128,"Covid job losses hitting young people hardest in UK, study finds"
1129,HAF: the hit pilot scheme that could offer way out of school meals row
1130,"Chernobyl hooked UK viewers more than any other drama, finds research"
1131,Why are unpaid carers still taken for granted? | Letters
1132,Mick Hugo obituary
1133,Marcus Rashford understands what the government does not | Letters
1134,The Met is listening and learning on race | Letter
1135,Opponents impaled on Vlad’s cross sword | Brief letters
1136,We need to keep talking about miscarriage – and share the pain | Suzanne Moore
1137,Alisson puts quick Liverpool return down to faith and hard work
1138,Sunday Antics review – gloves-off cross-cultural banter
1139,"UK coronavirus live: Warrington will move to tier 3 at midnight, government confirms – as it happened"
1140,Jack Ma's Ant set for world's biggest share offering at £26bn
1141,John Wellings obituary
1142,'Where's Boris?': anger among volunteers at food bank on PM's patch
1143,Amy Coney Barrett's past calls into question her pledges of impartiality
1144,‘He beat me many times’: how trafficked women are sexually exploited in UK
1145,Global report: Merkel says Germany faces ‘difficult months ahead’ in Covid fight
1146,Workers and students in Belarus launch anti-Lukashenko strike
1147,China tightens rules on US media outlets in 'reciprocal' move
1148,John Oliver on Trump immigration policies: 'Truly disciplined about being truly evil'
1149,Santa flaws: US abandons plan to offer Christmas performers early vaccine
1150,"'Looking after the oldies': when Meals on Wheels lost half its workforce, young Australians stepped in"
1151,Jai Hindley heralds bright new era for Australian cycling with Giro podium | Kieran Pender
1152,Coalition's $100m scheme to fund recycled products has spent no money
1153,‘Cruel mess’: One Nation puts Coalition on notice over industrial relations
1154,"Good night, and good luck: AFL grand final trial no less brilliant | Scott Heinrich"
1155,Deaths in custody: David Dungay's mother tells NSW parliament 'the system is broken'
1156,Australia's services exports have been smashed – and that's not good for jobs | Greg Jericho
1157,Key federal agency cleared of intimidating FOI website Right to Know
1158,"Japan's net zero by 2050 pledge another warning to Australia on fossil fuels, analysts say"
1159,Mexico admits Covid death toll much higher than official number
1160,The Fiver | Stitched up good and proper by that piece of work Virgil van Dijk
1161,UK staff: where are you working from?
1162,Government's own advisory committee urges it to extend free school meals
1163,JMW Turner sketch for The Fighting Temeraire on display for first time
1164,UK residents: tell us about the impact coronavirus is having on your household
1165,"Water exists on the moon, scientists confirm"
1166,Troubles legacy: MPs condemn government plan to close cases
1167,The free school meals row should open up a debate about poverty itself  | Jack Monroe
1168,Why is the government being so pig-headed about free school meals? | Gaby Hinsliff
1169,'It's the final blow': businesses angry at Italy's new Covid rules
1170,Macron’s clash with Islam sends jolt through France’s long debate about secularism
1171,How Texas went from low voter turnout to nation's top early voting state
1172,Jill Paton Walsh obituary
1173,Priti Patel urged to stop UK being 'pimp's paradise'
1174,How we made: BBC mockumentary Ghostwatch
1175,"Tips, links and suggestions: what are you reading this week?"
1176,RB Leipzig's collective power raises hopes for Old Trafford trip | Andy Brassell
1177,"Oil prices, stock markets slide as coronavirus cases rise – as it happened"
1178,The Soul of America: how can the past teach us about a fractured present?
1179,Barack Obama recalls epic battle for healthcare law in excerpt from memoir
1180,Survey uncovers widespread belief in 'dangerous' Covid conspiracy theories
1181,Johnson and Patel are baiting lawyers to distract from the real threat to our freedoms | Simon Jenkins
1182,Seven months of Covid: reflections from healthcare workers in England
1183,Barry Geraghty: 'Five winners at Cheltenham closed the book perfectly'
1184,We're so nature-deprived that even footage of wilderness lifts our spirits | Adrienne Matei
1185,Tell us: are you helping UK school children get free meals?
1186,Bertie Carvel: 'I like playing characters who are massively chipped'
1187,UK cycling groups say rule on riding side-by-side is ‘causing confusion’
1188,Mercedes' Wolff hails 'special driver' Lewis Hamilton after landmark F1 win
1189,Why is humour so rarely treated as high art?
1190,Rick Riordan: 'I feel very protective of my fans. I am aware of my responsibility to make them feel safe'
1191,'Just like propaganda': the three men enabling Trump's voter fraud lies
1192,Thomasina Miers' recipe for mini cheese frittatas with bacon and herby greens
1193,Could rejected mail-in ballots cost Joe Biden the election? | Nathan Robinson
1194,Dr Mona Campbell obituary
1195,Wales lockdown confusion after Tesco tweet claims it cannot sell period products
1196,Free school meals: Johnson under renewed pressure from council leaders
1197,Epic fall: the joy of autumnal video games
1198,Pope Francis criticised for rarely wearing face mask
1199,Hay festival founder suspended after bullying allegations
1200,Nigel Kemp obituary
1201,Frank Bough obituary
1202,Graham Long obituary
1203,France urges end to boycott of French goods as Macron defends Muhammad cartoons
1204,Zen and the art of torso maintenance: Matthew McConaughey's guide to life
1205,Renters facing eviction: tell us how the end of the eviction ban has impacted you
1206,"European support for populist beliefs falls, YouGov survey suggests"
1207,The strategist who could have put Hillary in power: Christopher Shinn on his play The Narcissist
1208,"Kevin McCarra was not only a great writer, he was a great man | Sachin Nakrani"
1209,"As India drifts into autocracy, nonviolent protest is the most powerful resistance | Amartya Sen"
1210,Penalty polémica hides Barça's vanishing act as Zidane finds a way | Sid Lowe
1211,Conservative New Hampshire paper backs Biden: 'Trump is 100% wrong for America'
1212,"On the table in 10! Readers' tastiest, speediest lunches – from chilli to sourdough pancakes"
1213,John Wilford obituary
1214,"Hancock added to anti-Muslim hate with distancing claims, says government adviser"
1215,What is it like asking people to comply with coronavirus restrictions?
1216,How we met: 'I had been prejudiced about dating divorced men. John made me realise that was silly'
1217,Poem of the week: Secrecy by Samuel Greenberg
1218,Rachel Roddy's recipe for Italian chocolate pudding
1219,"Homeless charities are saving lives, so why refuse them crucial funding? | Francisco Garcia"
1220,"First Thing election special: we’re not going to control Covid, says Trump aide"
1221,Crossword blog: a puzzle from the world of Jeeves and Wooster
1222,'The way I am is an outrage': the Indigenous Brazilian musicians taking back a burning country
1223,Insigne brothers trade goals as Roberto gets moment against Napoli | Nicky Bandini
1224,"Our Brexit future? Come January, it looks more and more like 1980s Russia"
1225,Was the premier right to delay the easing of restrictions? The precautionary principle says yes | Bruce Thompson
1226,Not the Booker prize 2020: Richard Owain Roberts wins with Hello Friend We Missed You
1227,UK furloughed workers: tell us about your experiences
1228,North Carolina Republicans try to block mail ballot deadline extension proposal
1229,Why lockdown was the plot twist that libraries needed | Krystal Vittles
1230,"Tao Geoghegan Hart, from bike shop worker to British Giro d'Italia winner"
1231,"Nine insect-eating bird species in Amazon in sharp decline, scientists find"
1232,Premier League: 10 talking points from the weekend's action
1233,Mr Wilder & Me by Jonathan Coe review – satisfyingly sweeping
1234,"Turner’s Modern World review – a roaring, wondrous whirlpool of a show"
1235,"With blockbusters on hiatus, could small indie films save cinema?"
1236,Victoria's lockdown to ease after state records no new cases – as it happened
1237,NT police officer Zachary Rolfe to stand trial for murder over death of Kumanjayi Walker
1238,Treasury boss 'surprised and concerned' by $30m Western Sydney airport land sale
1239,The 20 best sandwich recipes
1240,"Uyen Luu’s banh mi with five-spice crispy pork belly, pickled carrot, chilli, coriander and cucumber"
1241,Ham sandwich in a French bar by David Tanis
1242,Claire Thomson’s grilled cheddar and jalapeño popper sandwich
1243,Simon Hopkinson’s bacon du bedat
1244,Chicken S+Dwich by James Ramsden and Jaqueline Barbosa
1245,"Statistical illiteracy isn't a niche problem. During a pandemic, it can be fatal | Carlo Rovelli"
1246,Marcus Rashford shows how football can be a force for unity and good | Sean Ingle
1247,It's time to start taking the Steelers seriously as Super Bowl contenders
1248,‘We do not get a chance at happiness’: the Bangladeshi fishermen caught by debt
1249,"Jobmaker will create just 10% 'genuinely additional' jobs of Coalition's total pledge, treasury says"
1250,Wild hing makes India’s heart sing as favourite spice is home-grown at last
1251,'Thrown to the wolves': how Covid-19 laws are being used to silence garment workers
1252,NHS short of over £1bn for Covid second wave and onset of winter
1253,Hopes rise for approval of coronavirus vaccine by end of year
1254,"Japan will become carbon neutral by 2050, PM pledges"
1255,It's your regular Arctic death-spiral update with Brenda the Civil Disobedience Penguin | First Dog on the Moon
1256,Time's Monster by Priya Satia review – living in the past
1257,Covid drove us to share a home but what are council tax implications?
1258,Neither Eurostar nor insurers will refund me for cancelled trip
1259,The great rebalancing: working from home fuels rise of the 'secondary city'
1260,Tree of the week: ‘They say this oak was used for hangings’
1261,Apple iPad Air 2020 review: a cheaper iPad Pro for the rest of us
1262,Melbourne to reopen after more than four months of Covid lockdown
1263,$1.1m of public money used to fund Liberal-linked market research sent to PM’s office
1264,Climate at a crossroads as Trump and Biden point in different directions
1265,20 of the UK’s best Christmas light trails
1266,Monday briefing: NHS faces £1bn shortfall
1267,"Tears, cheers and beers: Melbourne joyous as Daniel Andrews puts end to lockdown"
1268,'The system is broken': Americans cast their vote for better healthcare
1269,Sarah Sze's cosmic constellation: 'It could be dashed away in a moment'
1270,From Moomins to murder mysteries: the best books on life outdoors
1271,"Olivia Newton-John: ‘I don't wish cancer on anyone else. But for me, it has been a gift’"
1272,TV tonight: Russell Tovey and a party that got out of hand
1273,"Stimulus package for UK's poorest families vital, report says"
1274,Veganuary movement to welcome 1 millionth participant
1275,The rest of the country will suffer so long as Westminster holds the purse strings | John Harris
1276,"‘Zombie batteries’ causing hundreds of waste fires, experts warn"
1277,Families of deceased sexual assault victims would need court order to speak out under Victoria law
1278,US election briefing for Australia: Out of control Covid casts pall over Trump campaign
1279,Country diary: into the woods and out of the ordinary
1280,Republicans closely resemble autocratic parties in Hungary and Turkey – study
1281,Revealed: the full extent of Trump’s ‘meat cleaver’ assault on US wilderness
1282,Belarus protests: nationwide strike looms after 'people’s ultimatum' rally
1283,Celebrations as Chile votes by huge majority to scrap Pinochet-era constitution
1284,Footage emerges of Queensland police officer apparently punching protester at refugee rally
1285,"Asic deputy chairman resigns after $70,000 rental payment revealed"
1286,China: new coronavirus outbreak detected in Xinjiang city of Kashgar
1287,"NSW weather: flood rescues, power blackouts and transport chaos as storms lash state"
1288,The Green party won in Auckland by reaching beyond its own bubble | Chlöe Swarbrick
1289,"Stop reporting and start doing, lawyers tell NSW inquiry into 'inhumane' Indigenous incarceration"
1290,'I was absolutely terrified': Australian witness recounts Qatar strip-search ordeal
1291,Groundbreaking eye health tech gives a vision for the future
1292,Australia demands answers after women taken from Qatar Airways flight and strip-searched
1293,"Daily infections exceed 50,000 in France – as it happened"
1294,Talking Horses: Nuts Well takes tiny north-east stable to the big time
1295,Big tech accused of avoiding $2.8bn in tax to poorest countries
1296,Almost half of British women do not self-examine for breast cancer
1297,Minority ethnic economists under-represented at top UK universities
1298,Covid leaves 6m UK small businesses and 16m jobs  in 'precarious position'
1299,Aerospace industry records worst quarter as Covid halts sales
1300,"Restricting judicial review will undermine democracy, panel told"
1301,Investment industry urged to promote more black women
1302,"Convictions for rapes in London less likely than in 2015, research shows"
1303,"Cryptic crossword No 28,274"
1304,"Quick crossword No 15,747"
1305,"Quiptic crossword No 1,093"
1306,Two dozen asylum seekers flown from Nauru to Australia for medical treatment
1307,Australia's leaders don't even try to understand the working poor | Rick Morton
1308,Dear Evan Hansen wins three awards as virtual Oliviers honour theatre
1309,What do we know about the SBS?
1310,Manchester City pay tribute to former youth player Jeremy Wisten after death
1311,José Mourinho's free-scoring Spurs give fans something to cheer about
1312,"Frank Bough, host of BBC's Grandstand, dies aged 87"
1313,Cameron Smith: NRL grand final a fitting finale if this is it for Melbourne Storm great | Nick Tedeschi
1314,Could Exeter's vision of world domination become reality? | Robert Kitson
1315,The Bridge review – the TV version of a dire corporate away-day
1316,'This will make lib heads explode': Donald Trump Jr posts 2024 picture
1317,"White House chief of staff says 'we're not going to control pandemic', after Pence staffers test positive – as it happened"
1318,Arsenal 0-1 Leicester City: Premier League – as it happened
1319,"One in five Australian scientists planning to leave the profession, survey shows"
1320,Starwatch: Mars shines bright beside an almost-full moon
1321,Jamie Vardy rises to occasion for Leicester to sink Arsenal
1322,Corrections and clarifications
1323,Tao Geoghegan Hart is the real deal. He deserves Giro d'Italia success
1324,No 10 under growing pressure to U-turn over free school meals
1325,"Morning mail: Doha strip-search outrage, record US early voting, Kerr's 'betrayal'"
1326,'They won't be able to do anything about this': McConnell revels in Barrett supreme court vote
1327,'Could do better': top Australian economists grade the 2020 budget | Peter Martin for the Conversation
1328,"Australia is part of a Black region, it should recognise Kanaky ambition in New Caledonia | Hamish McDonald"
1329,'The red card was a joke': Ancelotti fumes over Digne dismissal as Everton slip up
1330,Wilton Gregory of Washington DC will be first African American cardinal
1331,Lewis Hamilton still ambitious after breaking Schumacher's win record
1332,Jacob Murphy rescues point for Newcastle with late leveller at Wolves
1333,Kevin McCarra obituary
1334,The Guardian view on the social care crisis: fix a broken system | Editorial
1335,The Guardian view on plant-based food: nothing wrong with a veggie burger | Editorial
1336,Free school meals: the Tory MPs defending refusal to support campaign
1337,Lawyers call for apology from Johnson and Patel for endangering colleagues
1338,On the US campaign trail: 'We are watching democracy unfold'
1339,A political populism far removed from Donald Trump | Letters
1340,Feeling the heat over Arctic sea ice | Letters
1341,Ministers must end their attacks on lawyers | Letter
1342,Is Rishi Sunak just Osborne in disguise? | Brief letters
1343,Scores of councils in England activate half-term food schemes
1344,Norman Thrower obituary
1345,Ewart Hood obituary
1346,Letter: Deirdre Le Faye obituary
1347,"Forward poetry prize goes to ‘audacious, erotically charged’ The Air Year"
1348,Tao Geoghegan Hart's shock Giro d'Italia win 'the stuff of comic books'
1349,GB's Tao Geoghegan Hart sensationally claims Giro d'Italia glory after time trial
1350,Trump aide admits 'we're not going to control pandemic' as Pence staff test positive
1351,Ervine Glenny obituary
1352,Giro d'Italia: Geoghegan Hart seals shock win after time-trial – as it happened
1353,Bill Fearns obituary
1354,Nearly 60 million Americans cast early vote as record-shattering turnout expected
1355,'Getting burgers delivered generally sucks': Adam Liaw rates the best and worst food to order in
1356,John Kerr's letters to the Queen's private secretary: 'A raw display of devastation'
1357,"Australia's theatres are slowly reopening, but will subscribers return?"
1358,Bush and koalas found to be threatened by 'gratuitous' NSW land-clearing plan
1359,Queensland election: seats to watch as parties play a game of electoral chess
1360,"Australia's biggest companies are being run by a 'directors' club', study finds"
1361,Decades of neglect: Victoria has built less than 10% of its public housing pledge as waiting list swells
1362,Independent MP to bring bill for federal anti-corruption body as pressure mounts on Coalition
1363,"As South Australia now knows, local jobs must be a priority in the clean energy transition | Tom Morton"
1364,Born for the big stage: how Dustin Martin turned the tide in the AFL grand final | Scott Heinrich
1365,Southampton 2-0 Everton: Premier League – as it happened
1366,Southampton's bright start ensures first defeat for lacklustre 10-man Everton
1367,Ann Ambache obituary
1368,"In the restaurant where I work, Covid has brought out the worst in customers | Anonymous"
1369,"Joan Hocquard, Britain’s oldest person, dies aged 112"
1370,Party chair insists Republicans will hold Senate after Trump voices doubt
1371,Kevin McCarra: a pioneer who changed football journalism
1372,Global report: Spain declares Covid state of emergency as Italians urged to stay home
1373,F1: Hamilton surpasses Schumacher with victory at Portuguese Grand Prix – as it happened
1374,Fijian-born British soldiers lose latest legal fight to stay in UK
1375,Lewis Hamilton wins Portuguese GP to break Michael Schumacher's F1 record
1376,Sudan is being rewarded for its revolution with blackmail | Nesrine Malik
1377,"Girlhood: Girlhood review – breezy, 90s-tinged electropop"
1378,"Nightmare on asylum street: His House, the horror film about the migrant crisis"
1379,France recalls ambassador to Turkey after Erdoğan questions Macron's mental state
1380,The Knife of Dawn/New Dark Age review - isolation meditations
1381,Serco staff told to wear masks in courts and cells after complaints
1382,Royal Northern Sinfonia/Cottis – buoyant return with Mozart and an intriguing rarity
1383,NHS denies elderly people were refused care during early Covid
1384,Scottish Tory leader: I still can't see why Dominic Cummings did not resign
1385,"Tenants are facing eviction again, despite the UK government's promises | David Renton"
1386,‘We had nudity on the greens!’ The battle over Britain’s golf courses
1387,"Bubble review – tetchy, tender tale of love under lockdown"
1388,'He was a father figure': loved ones remember victims of UK's Covid second wave
1389,In brief: Solo; The Forger's Daughter; Little Weirds – reviews
1390,Brexit was no aberration. The European Union needs to learn from it | Vernon Bogdanor
1391,Billie Eilish review – immersive adventure with fish and spiders
1392,'Sue if you must': Lincoln Project rejects threat over Kushner and Ivanka billboards
1393,Europe's Jewish population has dropped 60% in last 50 years
1394,Lone Flyer: The Last Flight of Amy Johnson review – soaring spirit
1395,Honest Thief review – low-stakes thriller
1396,Royal Mail to hire record number of Christmas temps
1397,Desperate UK Covid home workers renting solace from nimble-footed firms
1398,Sunak must extend universal credit or be forced into another U-turn
1399,No more Mr Muscle: the activists championing body confidence for men
1400,NRL grand final 2020: Melbourne Storm beat Penrith Panthers– as it happened
1401,Melbourne Storm hold off late Penrith charge in grand final to claim fourth NRL premiership
1402,Possible Veronica Guerin murder weapon found in Spanish drug raid
1403,Saturday Night Live: Adele hosts as cast pulls off the Jeffrey Toobin gags
1404,Dimitar Berbatov: 'When I saw what Sir Alex had written I had mixed emotions'
1405,Labour vows to force another Commons vote on free school meals
1406,On Connection by Kae Tempest review – persuasive and profound
1407,How are restaurants going to survive the winter? Outdoor heaters | Gene Marks
1408,Cordelia review – atmospheric but uneven thriller
1409,'Cycling capital of death': Bogotá bikers battle violence on city's streets
1410,'You have to be daring': groundbreaking leader of Canada's Greens ready to seize her moment
1411,"'Deep down, he's a terrified little boy': Bob Woodward, John Bolton and others on Trump"
1412,Tory leader’s £1bn office buying spree ‘leaves dangerous legacy’ for council
1413,Chelsea dig in to foil Manchester United in a game that felt out of time | Jonathan Wilson
1414,Police investigating Grenfell Tower fire make first arrest
1415,"Joe Trivelli’s recipes for lamb chops, panada, bagna càuda and apples cake"
1416,Republicans want to open pristine Alaska wilderness to logging. This is a tragedy | Kim Heacox
1417,The lynx effect: Iberian cat claws its way back from brink of extinction
1418,Windrush man wrongly classified as illegal immigrant left destitute for a year
1419,Since we’re talking fantasy Brexit deals… | Stewart Lee
1420,"Swing out, sisters: the nuns singing through lockdown"
1421,Can California’s top wine region survive the era of megafire?
1422,The dementia that can be cured
1423,'It feels like a nightmare': Sussex villagers aghast at road plan
1424,Why China's dramatic economic recovery might not add up
1425,Dread of history repeating itself grows in Italian town as infections rise again
1426,How a canny Kilmarnock grocer took whisky from the glens to the world
1427,The moment that Daddy became ‘Sheemiss’
1428,The week in TV: Roadkill; DNA; The Same Sky; Out of Her Mind and more
1429,Dawn French: 'I feel genuine grief about what is going on in the arts'
1430,Asylum seekers sue UK over unlawful detention
1431,"Sacha Baron Cohen: After Borat, what’s left for the savage satirist?"
1432,Legal loophole allows children to get free vape samples
1433,"That Old Country Music by Kevin Barry review – wild, witty stories"
1434,Gorillaz: Song Machine Season One: Strange Timez review – playful and potent collaboration
1435,Arctic: Culture and Climate review – visions of a vanishing world
1436,Chocolate meets liquorice in a Danish treat
1437,Would you trust your teenager with an online bank account?
1438,Mayors are a force for good | Sadiq Khan and Andy Burnham
1439,"Coronavirus symptoms: how to tell if you have a common cold, flu or Covid"
1440,Fighting tyranny with milk tea: the young rebels joining forces in Asia
1441,Priti Patel kept up anti-lawyer rhetoric after Met warning on terror
1442,Instagram row over plus-size model forces change to nudity policy
1443,His House review – palpable terror
1444,How CBBC's 'Dr Xand' learned surviving Covid isn't child's play
1445,PM on the ropes as London Tories rail against extension of congestion charge
1446,Don’t worry about Latin names or Victorian rules
1447,A Joe Biden White House will have little time and less love for ‘Britain’s Trump’ | Andrew Rawnsley
1448,Simone Lia: Scary films – cartoon
1449,What happened when me and Kim Kardashian both turned 40? | Eva Wiseman
1450,John Gray: 'What can we learn from cats? Don't live in an imagined future'
1451,'What we do isn't rocket science': how Midtjylland started football's data revolution
1452,Chilling find shows how Henry VIII planned every detail of Boleyn beheading
1453,Summer of 85 review – François Ozon's bittersweet teen romance
1454,Who in Europe is getting it right on Covid?
1455,"Whether Trump or Biden wins, US-China relations look set to worsen"
1456,The north-south divide is as old as England itself. Unity is only ever fleeting | James Hawes
1457,Dorset's art deco cinema jewel returns to its 1930s splendour
1458,Carry On Coronavirus: why a vaccine trial has saucy potential | Tim Adams
1459,We French love our history teachers – Samuel Paty made us remember why | Agnès Poirier
1460,How TikTok is proving beauty is more than skin deep
1461,NRLW grand final 2020: Brisbane Broncos beat Sydney Roosters – as it happened
1462,"Like Pyrrhus, Johnson loves to lay claim to victories, all of which are at our expense | Jonathan Powell"
1463,The US has a good record on fighting monopolies. Now it's Google's turn
1464,Money fosters the cosmopolitan joy of our football but also its soullessness | Kenan Malik
1465,Freshwater Five: radar casts doubt on guilty verdict for £53m cocaine haul
1466,"Farewell James Randi, prince of reason. Now who’ll mock the quacks and anti-vaxxers? | Catherine Bennett"
1467,'Power grab': how Republican hardball gave us Amy Coney Barrett
1468,Twenty years of the International Space Station – but was it worth it?
1469,'Lost' letters reveal JM Barrie and Robert Louis Stevenson's mutual affection
1470,Why can't questions be asked of Facebook's ads? Kenan Malik
1471,The big picture: magical realism in everyday Dublin
1472,Frustration is rising as clampdowns spread across UK: are we in grip of Covid fatigue?
1473,Anatomy of a Killing by Ian Cobain review – a death that casts new light on the Troubles
1474,Into the night: why walking in the dark is good for the soul
1475,Sunday with Gary Numan: ‘I don’t listen to music at all’
1476,The pioneering women who took on Hitler … and Fleet Street
1477,"Rush for results could lead to inferior Covid vaccine, say scientists"
1478,For Halloween match dark lips with facial glow | Funmi Fetto
1479,"Bail out our musicians or risk losing them for ever, say classical music stars"
1480,"The Danish plot is all about trees, but it’s hard to resist flowers, too"
1481,"From climate to China, how Joe Biden is plotting America’s restoration"
1482,The Observer view on Poland's draconian abortion ban | Observer editorial
1483,Refugee advocates concerned for detainee held in Brisbane hotel for 16 months
1484,"Land, Birmingham: ‘Vegan cookery to file under thrilling’ – restaurant review"
1485,"From the archive: Adam Ant stands and delivers, 1982"
1486,TV tonight: Hugh Laurie's Tory chancer flirts with misfortune in Roadkill
1487,The Loire’s chenin blanc is a master of disguise | David Williams
1488,Many midwest Democrats stayed home in 2016. Will they turn out for Biden?
1489,Biden gains as suburban women and elderly voters turn backs on Trump
1490,Treaty to ban nuclear weapons made official with 50th UN signatory
1491,Malcolm Turnbull signs Kevin Rudd's petition challenging News Corp media dominance
1492,Lockdown inspires hobbyists model railways scalextric hornby
1493,Man in critical condition after shark attack on Great Barrier Reef north of Townsville
1494,For the record
1495,Britain at fault for Brexit fishing woes | Letters
1496,Trump assaulted American democracy – here's how Democrats can save it | Robert Reich
1497,"Kleptopia review: power, theft and Trump as leader in Putin’s own image"
1498,The Observer view on the Commons vote to let poor children go hungry | Observer editorial
1499,Daniel Andrews under fire over delayed easing of restrictions after seven new cases reported
1500,Hopes for Kylie Moore-Gilbert after detained academic moved out of Iran's Qarchak prison
1501,"Lee Kun-hee, Samsung Electronics chairman, dies aged 78"
1502,"Australian production of non-protein Covid-19 vaccine may take an extra year, minister says"
1503,Storm cuts power in Queensland as thunderstorm asthma alerts issued for southern NSW and Canberra
1504,"Now that nuclear weapons are illegal, the Pacific demands truth on decades of testing | Dimity Hawkins"
1505,Investors fear there'll be no bright post-Covid dawn for oil majors
1506,"Test-and-trace chief Dido Harding should quit, says senior Tory"
1507,"Speedy crossword No 1,308"
1508,"Everyman crossword No 3,863"
1509,"Azed crossword 2,524"
1510,James O’Brien: ‘I saw everything as a fight’
1511,Colombia due to surpass 1m cases; arrests made at London anti-lockdown protest – as it happened
1512,Jürgen Klopp and Chris Wilder at odds over Anfield VAR calls
1513,"Sunak's £12bn scheme for self-employed was 'terribly targeted', says analysis"
1514,Ministers ‘still hiding’ full details of 2016 pandemic simulation
1515,Obama campaigns for Biden in Florida as Trump heads to battleground Ohio – as it happened
1516,Poll reveals steep rise in younger adults flouting UK's Covid restrictions
1517,Dustin Martin cements status as AFL great with another standout showing | Mike Hytner
1518,Trump tells GOP donors that holding Senate will be 'tough' – report
1519,Adam Lallana: 'I won't be fighting to prove myself after all the setbacks at Liverpool'
1520,England's Keira Walsh relishes her new-found freedom after struggles
1521,Liverpool 2-1 Sheffield United: Premier League – live reaction!
1522,Welsh government to review ban on sales of non-essentials
1523,Diogo Jota completes Liverpool's comeback win over Sheffield United
