,0
454,He’s A Staunch Republican. She’s A Bleeding-Heart Liberal. They Don’t Know Each Other Or Anything. Who Knows Where We Were Going With This. 
455,Um Okay Sure: 5 Types Of Trees Or Whatever Lol
456,"Beautiful: No Matter How Busy This Family Is, They Always Manage To Set Aside 15 Hours Every Day To Look At A Picture Of Waylon Smithers "
457,Forgotten Genius: This Man Working In Obscurity As A Computer Programmer Was Once A Kid Who Dazzled The Schoolyard By Holding Himself Suspended Between Two Walls
458,Wow: This Incredible World-Record Pole Vaulter Is A Beautiful Example Of The Amazing Things Human Beings Can Achieve When They Use Poles
459,"Incredibly Unfair: Even Though Billionaires Work Way Harder Than Everyone Else, They Only Earn 4,000 Times As Much Money"
460,Making It Work: This Unhappily Married Couple Has Decided Not To Divorce For The Sake Of The Guy Who’s Stuck In Their Chimney
461,"Absolutely Beautiful: When This Elderly Woman Fell Down On The Sidewalk, Six Different People Jumped On Top Of Her To Protect Her From Meteors"
462,Body Positivity FTW! 5 Empowering Celebrity Quotes About How Your Body’s Bulbus Secondary Gorb-Receptor Is Beautiful Even If It Is Not Perfectly Square
463,An Authentic Experience: Peloton Is Manufacturing An Indoor Exercise Bike That Will Have The Exact The Same Rate Of Accidental Death As Riding A Bike Outside
464,Terrifying: This Ordinary Family Man Was Suddenly Activated As A Clandestine Sleeper Agent For The CIA’s Accounting Department
465,"Totally Embarrassing: This Woman Forgot To Bring Her Monocle To Her Tap Class, And Now She Looks Like A Fool With Just Her Top Hat And Cane"
466,Ditch The Dating Apps: 5 Real-Life Places To Meet My Wife
467,Heartwarming: These Awesome Teen Volunteers Call Nursing Home Residents Once A Week To Remind Them About Swamps
468,7 Fjords I Would Like To Take Your Family To See Without You
469,Heartbreaking: This Man Works For A Website
470,4 Times The Harlem Globetrotters Showed Up Uninvited To My Son’s Tap Dancing Recital And Humiliated Him With Basketball Tricks
471,Finally! Kotex Has Released A Line Of Tampons With A 15-Foot String And A Bell At The End So You Never Forget About Your Tampon
472,5 AMBER Alerts That Were Sent Out That Were Clearly More Focused On How Sweet The Car Was
473,"Heartbreaking: This Kid Is Too Young To Realize That His Friends Were Hanging Out Without Him When He Ran Into Them At The Movies, And Now He Keeps Telling His Mom How Cool It Was That He Just Saw All Of His Friends"
474,"Bow Down, Bitches: Mom Just Got Her Makeup Done For Free By The Clinique Lady At Macy’s And Now She’s Strutting Through The Mall Toward Ruby Tuesday Like It’s A Goddamn Runway"
475,Heartbreaking Backstory: 6 Luxury Dog Houses Yoda Looked At But Couldn’t Afford
476,"Boring List Of 7 Trucks We Only
Put Online Because It Wasn’t Too Much Work"
477,4 Books That Would Be Better If They Weren’t About Harry Potter
478,5 Tokyo Buildings Godzilla Spared Because He Was Considering Having His Bar Mitzvah There
479,Hot Hot Hollywood: Tim Cook And Malala Yousafzai Were Spotting Together Dragging Their New Bunk Bed Down The Santa Monica Freeway 
480,Hell Fucking Yes: Your White Yoga Teacher Is Throat Singing And Playing Bansuri Flute Music And If That’s Cultural Appropriation It’s All On Them But Super Fun For You
481,Unbridled Gluttony: This Hedonistic Boy Read All The Weekly Fun Facts From His School Planner In A Single Class
482,"5 Mindfulness Exercises You Can Use To Remind Yourself That
You’re Better Than A Frog"
483,"Shocking Dark Secret: The Host Of The Beloved Kids Show 'Professor Groin Pincher's Carnival Of Pleasures' Has Been
Posthumously Unmasked As A Pedophile"
484,5 Fond Memories From His Undergrad Years At Duke That R2-D2 Had To Delete To Make Room For The Death Star Plans
485,Potentially Troubling: This Brain Surgeon Has The Results Of An Internet IQ Test Hanging Where His Med School Diploma Should Be
486,Body Positivity FTW! Dove Just Released A New Ad Reminding Women That They Are So Beautiful They Could Probably Drop Out Of School And Just Rely On Their Looks From Here On Out
487,Heartbreaking: This Kid Genuinely Seems Pretty Proud After His Teacher Announced That His Section Of Biology Is A Full Week Ahead Of Her Other Bio Classes
488,Real Life Incredible Hulk: This Man Turns Green And Goes Bald Every Time He Gets Upset
489,Nothing Fancy Here: 6 Normal Hairstyles
490,Whoa: Morgan Hung Up String Lights In Her Jail Cell
491,"‘I Want For Nothing, Mommy’: 5 Pleasureless Gifts To Give Your Ascetic 9-Year-Old For Their Birthday"
492,Heartwarming: These Parents Had The Most Adorable Girth Reveal Party To Announce That They’re Having A Fat Baby
493,Total Rebrand: Justin Bieber Has Announced That He’s Going To Be Like A 1950s Heartthrob Now By Looking Like He’s 60 And Starring In 140 Movies Where He Sings Like A Ghost
494,"An Enemy In Hiding: Amongst These Innocent
Male Nipples Lurks A Wicked Female Nipple!"
495,Self-Defense FTW! This Woman Likes To Think That She Could Probably Hit Someone With Her Water Bottle Pretty Hard If It Came To That
496,Beautiful: This Organization Takes Stray Dogs Off The Street And Puts Them Really High Up In A Tree
497,"Tweet For Everything: In 2009, Donald Trump Tweeted That Robert Mueller Is An Honest Prosecutor Who Will Lock Him Up In Prison One Day"
498,Disgraceful Mommy Shaming: Haters Are Criticizing Kourtney Kardashian Just For Swinging Her Son Around By His Feet To Catch Butterflies In His Open Mouth
499,8 Balloons For 8 Celebrities
500,6 Episodes Of 'The Office' That Flash Forward To Pam And Dwight Fucking On Jim's Grave
501,4 Times In ‘Legally Blonde’ Where Reese Witherspoon Breaks Character To Explain That Women Aren’t Going To Get A Better Movie Than This For The Next 20 Years
502,4 Bunnies We Must Pet And 2 Bunnies We Must Eat
503,Unfortunate Development: Cousin Kyle Has Learned Even More Pressure Points Since The Last Time He Visited
504,Put Down The iPad And Go Shave An Ape! 6 Awesome Things ’90s Kids Grew Up Doing To Orangutans That Kids Today Are Totally Missing Out On
505,Showbiz Nepotism: 90% Of Actors Working In Hollywood Only Got Where They Are Because Their Dad Is Jeff Garlin
506,Sick Fuck: This Dog Is Way Too Happy About Smelling Cancer
507,Fans Rejoice! 5 Classic Moments Only Fans Will Remember!
508,"This Amazing New Anti-Bullying Campaign Reminds Kids That Even Though Bullying Might Be Fun, Rewarding, And Cool, It Can Sometimes Make You Tired"
509,Too Little Too Late: Halle Berry Has Put On A Propeller Hat To Prepare For Her 2004 Role In ‘Catwoman’
510,"The Power Of People: When These Parents Came Together And Demanded That There Never Be A School Where All The Teachers Are Pedophiles, The School District Released A Statement Saying They Agreed"
511,A Christmas Miracle: The 3 Ways Baby Jesus Immediately Asserted His Dominance After He Was Born To Prove He Was The Son Of God
512,Vulnerability Win: Selena Gomez Just Opened Up About John Goodman’s Struggles With Obesity In A Beautiful Instagram Post
513,Hot Hot Hollywood: Will Smith Has Been Singing ‘Hava Nagila’ Faster And Faster For 52 Hours Straight While Building A Mausoleum For All His Family And Friends
514,"Incredible Savings: Costco Has Started Selling A Jumbo, Family-Sized Condom That Several Men Can Wear Together"
515,Here Are A Few Quick Tips On What To Do If You Accidentally Make Eye Contact With The Super Old Guy
516,Cuteness Overload: This Little Boy Wrote An Adorable Letter To Santa Asking Him How It’s Possible That Prancer Is Still Single 
517,"Holy Shit: Kyle Is Just Straight-Up Watching The Saddam Hussein Hanging Video On A Library Computer, Right Where Teachers Can See Him And Everything"
518,Olivia Wilde Is Pretty. Prettier Than Me :(
519,6 Of The Biggest Differences Between The British Version Of ‘The Office’ And The Zapruder Film
520,"Sorry To Hear That, Dave: Dave Matthews Has
Revealed That That Solar Eclipse A While Back Made Him Blind "
521,"Father Of The Year: His
Daughter Loves Frozen, So For Her Birthday This Awesome Dad Cursed The
Land With Eternal Winter"
522,Amazing Discovery: Researchers Have Found That Middle Aged Women Who Believe Home Is Where The Heart Is Are 10 Times More Likely To Live Laugh Love
523,"6 Big Roles Tony Danza Turned Down Because The
Character Wasn’t Also Named Tony "
524,Living The High Life: This Man Has A 680 Credit Score And No Serious Skin Conditions!
525,Heartbreaking: Dad Misses Daughter’s Awesome Cannonball Because He’s Busy Watching Another Kid Do Even Better Cannonballs On His VR Headset
526,Environmental Crisis: This Photo Of A Baboon Eating The Bugs Out Of Regis Philbin’s Hair On A Tiny Chunk Of Melting Ice Shows The Utter Devastation Of Climate Change
527,The Perils Of Fame: Hundreds Of Screaming Teenage Fangirls Are Currently Chasing The Colgate Toothpaste CEO Through The Streets Of New York City
528,Return Of The Fucking King: This College Freshman Poked His Whole Head Into His Old AP Lit Teacher's Room Right In The Middle Of Class
529,GoT Fans Rejoice: George R.R. Martin Says He Can Now Finish The Winds Of Winter Since Geico Has Given Him Legal Clearance To Use Their Gecko Mascot As A Character
530,At A Loss: The FCC Has Announced That They Can’t Understand What The Hell Is Happening In Anime And Honestly Have No Idea If It’s Okay For Children
531,Body Positivity Win! People Seem To Be Fascinated With This Woman’s Huge Goiter
532,The 4 Medical Conditions That You Can Have
533,The Power Of Love: Phil Margera Is Piloting A Hot-Air Balloon To London To Win Back The Heart Of Meghan Markle And Take Her On A Romantic Vacation
534,"Fuck Off, Babies: 11 Babies We Don’t Give A Shit About"
535,Winning New Customers: Hallmark Has Introduced A New Line Of Greeting Cards For Siblings In Incestuous Relationships!
536,"Best Revenge: This Nerd Was
Bullied Throughout High School, But Today He’s An Adult Who Owns Several Funko Pop Figurines"
537,Definitely A Psychopath: This Kid Just Chose To Paint A Regular White Plate At His Friend’s Ceramic Painting Party
538,4 Episodes Of ‘Barefoot Contessa’ Where Jeffrey Got Stuck In Traffic On His Way Home So Ina Garten Pretended To Be Him And Ate His Dinner
539,The 5 Times Dad Was Irrefutably In The Zone
540,Sex-Ed FTW: This Pregnant Dog Visits Schools To Teach Children That Just Because You Have Huge Tits Doesn’t Mean They Always Look Good
541,‘Why Would A Cat Be Here?’: 5 Cheetos Commercials Where Chester Cheetah Openly Questions What The Hell He’s Doing In A Commercial For Cheese Snacks
542,5 Tactful Ways To Shut Down Jigsaw At Thanksgiving When He Starts Arguing In Favor Of Sadistic Death Traps
543,"Compassion FTW: Life Alert Has Released A
Necklace That Senior Citizens Can Press When They’re Bored"
544,4 Times LeVar Burton Lost His Shit At A Kid On ‘Reading Rainbow’ For Not Knowing The Russian Classics
545,Huge Fucking Disaster: You Just Did Something Weird
546,5 Common Relationship Issues That Not Even A Good Ol’-Fashioned Train Robbery Can Fix
547,"Jaw-Dropping Inequality: These Charts Reveal The
Shocking Wealth Disparity Between People With $6 Billion And People With $6.5
Billion"
548,"Jesus, They’re Really Taking This Hard: The 7 Unaccompanied Toddlers Who Showed Up At My Grandma’s Funeral To Mourn And How Intensely Each Was Grieving"
549,Something Must Have Happened: Nathan Came To School 2 Hours Late In A Suit
550,"Unsolved Mystery: Nobody
Knows Where This Coffee Shop Gets The 6 Pastries It Has
For Sale Each Morning"
551,The 20 Best Podcasts About Crabs And Crabbing That Have Debuted In 2018
552,5 Times Gandalf Tried To Cheer Up A Despondent Frodo Baggins With Stories From Warped Tour
553,A Little Something For The Lisa Kudrow Fans: We Ranked Lisa Kudrow No. 1 On This List Of Most Influential Female Scientists
554,"5 Of The Toughest Par 3’s This
Old Slut Has Ever Played"
555,"Danger Imminent: This
Family Has About 30 Seconds To Get Grandpa To The Car Before He Starts Making
Inappropriate Comments About The Production Of ‘Hairspray’ They Just Saw"
556,"Women Share Truths About Their Periods, At The Duchess’ Ball Of All Places!"
557,7 Things You Should Never Light On Fire During A Job Interview
558,4 Weird Foreign Sports Your Body Keeps Playing After It Dies
559,We Went There! Here Are All The Kardashians Ranked By Their Likelihood
560,"Finally: First Response Has Released A Pregnancy Test Men Can Pee On To Feel Like They’re A Part Of It, Too"
561,‘All We Do Is Make Bracelets’: Livestrong Has Announced It Has No Idea Why Its Website Comes Up First When You Google Medical Symptoms
562,Huge Freaks Doing Cool Things: The 19 Most Important Milestones In NBA History
563,What Could Have Been: 4 Scrapped Design Concepts That Paul Thomas Anderson Almost Used For Dirk Diggler’s Penis In ‘Boogie Nights’
564,5 Signs You’re The 900-Pound German Guy Of Your Friend Group
565,Protect Your Gold From Barack Obama
566,Incredibly Sad: This Guy Got His College Diploma Framed
567,A Sacred Bacchanal: The Fleetwood Mac Cover Band Is In Town For Its Annual Show So It’s Time For Mom To Get Completely Wasted Off Two Coronitas And Start Grinding
568,Disaster: A No-Nonsense Grandma Has Started Hanging Her Laundry Off The St. Louis Arch And Everyone’s Too Scared To Tell Her To Stop
569,It’s Bedtime For Henry! Everyone Come And Say Good-Night!
570,"Sorry, We Got Nothin’: 0 Tips For Asking Your Boss For
A Raise"
571,Let Them Drink: 9 Toddlers Who Are Dressed Like Stylish Little Grown-ups And Therefore Deserve To Be Given Alcohol
572,What The Hell: This Kid Didn’t Dry Off From The Pool Before Sticking His Hand Into The Doritos Bag And Now Everyone Else Has To Eat Wet Doritos
573,"Adorable! This Elderly Couple Is Celebrating 75 Years Of On Again, Off Again Bullshit"
574,Leading A Double Life: This Guy Who Seems Pretty Normal For The Most Part Also Knows A Ton About Local High School Football
575,"Beautiful Act Of Solidarity: When His Zookeeper Started Chemo Treatments, This Amazing Chimpanzee Pissed In His Own Mouth And Chewed On A Head Of Lettuce"
576,Total Time Saver: Thinx Has Released A 10-Inch-Thick Pantsuit That Busy Working Women Can Bleed Into For Up To 6 Years
577,‘It’s A Perfectly Good Name’: Dressbarn Just Announced That It’s Just Going To Keep Being Called That
578,"Well I’ll Be… It’s The Moon… Old Gray Tits Himself, In The Flesh… Los Mooños De Noche…"
579,The 4 Disgusting People Who Led Me To Abandon The Priesthood After My Hand Touched Their Tongue While Feeding Them A Communion Wafer
580,Devastating: This Woman Spent Years Going To Doctor After Doctor Looking For A Diagnosis For Her Condition Before Finding Out She Had A 5-Foot-Long Sword Going Through Her Head
581,5 Enchanted Animals That Whimsically Dress Me Up Like Snow White Every Fucking Morning Even Though I Work At An Investment Bank And Obviously Can’t Show Up Dressed Like That
582,The Power Of Teamwork: This Incredible Group Of 5-Year-Olds Came Together To Kill A Horse
583,"Absolutely Pathetic: Just 10 Minutes Into This Sleepover, This Boy Is Already Laying The Groundwork For Calling His Mom To Come Take Him Home Early"
584,Interview Essentials: Job Recruiters Say Riding Into An Interview On A Bejeweled Elephant Increases Your Chances Of Getting Hired By 5%
585,Incredible Timing: The Backlash Against The Wellness Industry Has Coincided Perfectly With This Man’s Commitment To Not Making Any Meaningful Changes In His Life
586,In The Presence Of Greatness: This Man Watching Porn At The Public Library Has No Idea That He’s Sitting One Table Away From The Best History Student In Mrs. Miller’s Whole 4th-Grade Class
587,5 Actors Who Were Rappers Right After They Went On To Become Rude To Fans Immediately Before They Were Poor Which Was At The Same Time That They Were Famous And Also They Used To Be Jerks
588,Scared Straight: This Program Pairs At-Risk Privileged Youth With White-Collar Criminals To Show Them The Horrors Of House Arrest
589,5 Times Bob Costas Tried To Give Himself Pink Eye Again Since The 2014 Winter Olympics
590,6 BAD Meals (Do Not Make Them)
591,Price Of Hubris: This Kid Who Said He Was Old Enough To Bowl Without Bumpers Just Rolled 8 Gutter Balls In A Row And Now He’s Crying In The Back Room Reserved For Parties
592,7 Modern Dating Rules That Don’t Mean Shit In The Swamp
593,Fundamental Misunderstanding Of Adventure: An Investigation Into This Couple’s #SaturdayAdventures Hashtag Reveals That Most Of Their ‘Adventures’ Are Just Going To Restaurants
594,‘He’s Not A Good Character At All’: Disney Has Announced That It’s Honestly Pretty Baffled By The Continued Popularity Of Mickey Mouse
595,"The Mischief Master
Strikes Again! Bill Murray
Surprised This Lucky Fan By Tumbling Dead Out Of The Overhead Bin After A
16-Hour Flight To Japan"
596,Silent Hero: This Dog Has No Idea It Is Single-Handedly Supporting Nearly Every Conversation At This Party
597,"So Sweet! When This Little Girl Was Scared There Were Monsters Under Her Bed, Her Dad Shined A Flashlight Down There To Show Her It Was Just Some Normal Guys"
598,‘[Skateboarding] [Has Always Been] The [Thing] [I Am Good At]’: These 5 Tony Hawk Quotes Originally Made No Fucking Sense And Have Been Very Heavily Edited For Clarity
599,"The Saga Continues: J.K. Rowling Has Revealed That After Harry’s Class Graduated, Hagrid Basically Had No Friends Anymore And When He Died It Took People 3 Days To Notice "
600,7 Things To Know Before Taking Your First Shit
601,End Of An Era: The 6th-Grader Who Wore The Same Green Day Shirt From Kohl’s For The First 18 Days Of School Is Finally Wearing Other Clothes Now 
602,4 So-Called Advanced Civilizations That Couldn’t Even Fucking Invent Soda
603,The Power Of Community: This Town Rallied Around A Guy With A Big Snake To Check Out The Big Snake
604,Powerful: These Veterans Recount The Heroics Of The One Lifeguard Who Was On Duty During D-Day
605,"Beautiful: When The People In This Town Realized One Of Their Neighbors Didn’t Have Money To Buy A Car, They Didn’t Coordinate And All Got Cars For Him"
606,Get Ready To Key His Car: 5 Signs Your Boyfriend Is Constipated Behind Your Back
607,Inspiring Bravery: This Heroic Civilian Ran Right Up To A Burning Building
608,Beauty Win: Maybelline Has Released A New Short-Lasting Lip Stain That’s Bold And Vibrant In Your Bathroom Mirror But Fades Before You Go Out In Public And Feel Weird About It
609,Heartbreaking: The Thing You Want Is All The Way Over There
610,Poor Kid: Eddie Vedder Just Said Something Rude About Donald Trump So Now This 8-Year-Old Has To Listen To His Dad Yell About Eddie Vedder For 2 Weeks
611,Game Changer: Blue Apron Will Now Pick Up Your Finished Meals And Show Them To Your Ex To Prove You Have Your Shit Together
612,"5 Of Your Friends Who Are Wearing Reasonable Dresses To Homecoming, So I’m Not Sure Why You Can’t Wear Something A Little More Sensible"
613,Incredible: This Amazing Artist Depicted What John Lennon Would Look Like If He Were Alive Today And Far Away
614,No Excuse: This Kid Who’s Rich Enough To Have A Full-Blown Basketball Court In His Backyard Is By Far The Shittiest Basketball Player On His Team
615,Catastrophic Misstep: The Reptile Guy At This School Assembly Just Handed A Huge Snake To The Most Straight-Up Insane Kid In Fifth Grade
616,"He Was Rich. She Was Rich. Then, They Got Married…To Each Other."
617,You Must Learn Them: 6 Secrets For Enjoying A Big Cup Of Soda
618,Jumping The Gun: This Kid On A Road Trip Just Started Pissing Into A Bottle Without Even Asking His Parents To Find Him A Bathroom Or Anything
619,Worth The Hassle: 5 Reasons To Consider Changing Your Tampon
620,"The Power Of Community: When This Town Discovered One Of Its Neighbors Was Walking 70 Miles A Day To Masturbate In The Forest, It Came Together And Bought Him A Lamborghini So He Could Drive There In Style"
621,Some Shit’s About To Go Down: This Health Teacher Just Announced That Her Classroom Is A Judgment-Free Zone
622,"Sir? Yes, You There, Fellow! Perchance Might We Interest You In A Miraculous Enlargement Of The Penis?"
623,7 Venmo Transactions Between Luke And Owen Wilson That Make It Seem Like They’ve Been Practicing Dentistry On Each Other
624,Look Who Came Crawling Back: The Filthy Public Toilet Stall You Thought You Were Too Good For Turned Out To Be Your Best Option
625,4 Times Shaquille O’Neal Tried To Use The Fact That He Is Tall To Get Out Of Paying At Bed Bath & Beyond
626,5 Awesome ’90s Toys That You Can Rub On Your Legs In The Dark
627,Complete Disaster: Yao Ming Has Ruined A Jewish Wedding By Accidentally Hoisting The Married Couple Through A Ceiling During The Hora
628,Plop Your Infant In Front Of These Pictures Of Gore Vidal While You Go Spend A Week In Las Vegas! [Sponsored By The Las Vegas Tourism Board]
629,A Few Half Ideas For Getting My Son Off The Roof
630,4 Encounters Between An Alien Civilization And A U.S. President That Didn’t Matter And Were A Big Waste Of Time
631,"Disloyal Piece Of Shit: This Middle Schooler Casually Switched From Playing The Clarinet To The Alto Saxophone, So He’ll Almost Certainly Cheat On His Wife Someday"
632,"Incredible Promotion: If You Go To The Store And Buy 5 Cowboy Hats And Send ClickHole A Picture Of Yourself Wearing Your Favorite One, You Can Keep Them All, No Questions Asked"
633,Hot Hot Hollywood: Drew Carey Has Been Standing In A Barnes & Noble For 3 Hours Feeling The Embossed Letters On The Cover Of ‘Ripley’s Believe It Or Not! 2015’ With His Eyes Closed
634,4 Episodes of ‘Modern Family’ Where Manny Married A 90-Year-Old Woman Who Kept Him In A Birdcage And His Parents Forced Him To Get A Divorce
635,Something Must Have Happened: The Jester’s Vibe Was Just A Little Off For Some Reason During His Last Performance And No One Is Sure Why
636,Miracle Worker: Justin Came Through With The Xannies Yet Again Like The God He Is
637,This Amazing Start-Up Made By MIT GRADS Can Tell You What Kind Of Wine You Love To Buy From HARVARD GRADS With Rosé At YALE
638,4 Recipes We Can’t Make Now Because The Harvest This Year Was Absolutely Terrible
639,5 Times A Bearded Man Threw A Dead Owl At Me And Told Me I Was Going To Hogwarts
640,Incredible Life Hack: The Wealthy Are Now Buying Spots In Heaven From The Church Before They Die
641,Unquestioned Alpha Of The Bathroom: This Guy Has BOTH Hands Up On The Wall Over The Urinal And Is Letting Loose A Kingly Sigh While Taking An Absolutely Marathon Piss
642,Mind Of A Master: Martin Scorsese’s 10 Rules For How To Eat Peanuts
643,5 Tips For Staying Cool In Your Knight Suit This Summer Even Though It’s Definitely Hard To Focus On That Kind Of Thing When You Are Fighting In A Battle
644,The Duality Of Man: This Little Boy’s Screams Are Similar To Those Of A Little Bitch
645,“I Don’t Know Why You Don’t Do It”: Moms Have Announced That Wearing Pantyhose Under Jeans Is Normal
646,Extremely Polite: This Kid On Vacation With His Friend’s Family Hasn’t Taken A Shit For The Last 6 Days
647,4 Times My Dad Ate A Single Oyster And Started Acting Like The Horniest Person In The World Because He Read Online They Were An Aphrodisiac
648,5 Weird Peasants Who Have Really Accepted This Whole ‘Work 12 Grueling Hours Every Day Until You Die’ Thing
649,6 Ways To Avoid The Bubonic Plague This Fall
650,5 Favorite Skinny TV Lady Who Love To EAT
651,6 Celebrities That Share A Birthday With A Guy
652,"ClickHole Is Experimenting With Non-Viral Content That Nobody Wants To Click On, So Here Are Some Pictures Of Unremarkable Crows"
653,ATTENTION: 4 SUMMER SALAD RECIPES. ADVERTENCIA: 4 ENSALADAS PARA EL VERANO. ACHTUNG: 4 SOMMERSALATE.
654,Whoa: Morgan Put Her Hair In A Perfect Messy Bun Without A Mirror During Her Vehicular Manslaughter Trial
655,"Ah, Fuck: The Brunch Place Your Friend Picked Is
Called ‘Pantry & Ladle,’ Which Probably Means It’s Expensive As
Hell"
656,5 Times Matt Damon Used His Platform To Make A Neutral Statement About Fat Camp
657,Jesus Christ: This 8-Year-Old Who Is An Uncle Must Have Had Some Wild Shit Go Down In His Family
658,Hot Hot Hollywood: Danny DeVito Has Been Spotted Sweeping The Grass Median In The Middle Of Rodeo Drive With A Small Umpire Brush In Search Of Fossils 
659,"Merriam-Webster Is Removing ‘Love’ From The Dictionary Because No Definition Could
Possibly Do It Justice"
660,Wonderful! Everyone In This Office Cheers And Hugs Each Other Every Day At 5 P.M. Because That’s When They All Get To Go Home And Have Diarrhea
661,Heartbreaking: This Woman Is Always There For Her Friends But Gives God-Awful Advice
662,I’m With Dad: 4 Reasons Why Me And Dad Think The Old Howard Stern Wouldn’t Even Recognize The New Politically Correct Howard Stern 
663,"The Ultimate Superfan: This Man Spent $250,000 On Plastic Surgery To Look Like The Cast Of ‘Riverdale’"
664,5 Times The Brooklyn Nets Played Basketball
665,Mindfulness FTW: This Amazing Company Offers Free Meditation Classes To Its Employees To Give Them The Inner Calm They Need To Stop Stressing About Their Terrible Health Insurance
666,"Such Assholes: The 7 Wisecracking Fetuses Who Live In My Microwave, Whom I Hate"
667,Pope Francis Is Aggressively Campaigning On Twitter For ‘Holy Eucharist’ To Win Lay’s New Flavor Contest
668,Heartbreaking: A ‘Price Is Right’ Contestant Just Won A Dryer That Drew Carey Has Clearly Been Living In
669,Complete Disaster: This Middle School Had A Sex Ed Assembly About The Importance Of Microwaving Condoms Before And After Intercourse And The Guest Speaker Tried To Break A Cinder Block With His Head And Gave Himself A Concussion
670,3 Bible Stories That You Can Bet Would Have Turned Out Very Differently If Jackie Chan Had Been There
671,Major Backfire: This 13-Year-Old’s Attempts To Untag Himself From All Facebook Pictures With His 400-Pound Aunt Have Only Made His Friends More Fascinated With Her
672,4 Service Dogs Who’d Rather Be Fucking Right Now
673,"Mom’s 5 Friends, Ranked By How Weird Their Eyebrows Are"
674,"10 Krill That Daddy
Likey"
675,Heartbreaking: This Mom Just Shit Her Pants In Front Of Her Entire Family On What Was Supposed To Be A Special Day With All The Kids Back From College And Everything
676,5 Signs You’re Not Emotionally Mature Enough To Stick Fireworks Up Your Ass
677,6 Items On My Bucket List That I Was Able To Cross Off After Just One Trip To Long John Silver’s
678,Incredible: This High Schooler With A Father Stationed In Iraq Got The Surprise Of A Lifetime On Graduation Day When He Accidentally Walked In On His Mom Showering
679,Incredible Sacrifice: This Mom Went Without Food For Days At A Time So Her Children Could Have A Smoking-Hot Mom
680,5 Ways Different Cultures Look At Death That Will Make You Feel Better About Accidentally Backing Over Your Mailman
681,4 Times Paul And Ringo Excitedly Called A Meeting To Reunite The Beatles Before Remembering That John And George Are Dead
682,Hypocrisy Much: These Elementary School Students Have Been Taunting Their Weird Classmate Even Though All Children Are Strange As Hell
683,A Master Of Secrets: This Woman Won’t Loosen Her Grip On Her Phone While Showing Everyone A Picture Of A Dog
684,Touching: Comedians Talk About The First Time Johnny Carson Invited Them Up On His Roof To Shotgun A Diet Dr Pepper 
685,Careful What You Wish For: This Man’s Life Was Completely Ruined After He Won $7 On A Scratch-Off Lottery Ticket
686,Order Restored: The Guy In The Office Who Was Always Watching The World Cup Is Back To Having Nothing
687,5 Places Where Disney Could Have Hidden Sexual Imagery In ‘The Emperor’s New Groove’ If It’d Had The Fuckin’ Stones
688,Heartwarming: This Dad Built A Life-Size Aggro Crag For His Sons Who Have No Idea What The Fuck That Is
689,"Hardcore Gamers
Only: ‘Overwatch’ Is Increasing Its Difficulty By Adding A
Senior-Citizen Character That’s A Financial Drain And Emotional Burden On Their
Whole Team"
690,Disaster Imminent: This Kid On A Road Trip Has A Full Bladder And Just Got To The Funniest Part Of ‘Nacho Libre’
691,Beautiful: This Boy Put The Basketball Under His Shirt And Now He Is Pregnant With The Basketball
692,Saving Time: OPI Is Now Selling Gallon Buckets Of Nail Polish For People Who Can’t Paint Their Nails For Shit And Might As Well Just Dunk Their Whole Hands In There And Get It Over With
693,Uh Oh: Mom Read An Article
694,"9 Amazing Discoveries At The Bottom Of The Ocean I Would Like Back Now, Please"
695,Parenting Win! This Illuminati Member Sends His Kids To School With Adorable Little Messages Hidden On Their Lunch Money
696,Big-Dicked King Of The Skies: This Man Just Picked Up Some Rolos And A Mango Naked Juice From The Airport’s CNBC Store
697,Probably Unnecessary: This Amber Alert Mentions That The Missing Kid’s Nickname At School Is ‘Big Lord Beefcake’
698,5 Things That Are Pretty Much Round
699,All The Major Players In The Situation Brewing Between An Usher And A Couple Of Teenagers Halfway Into A Showing Of ‘Ocean’s 8’
700,4 Signs That Someone Is Sneaking Into Your Child’s Room At Night To Teach Them Inaccurate Information About James Bond In Spanish
701,7 Signs Your Plumber Is Trying To Gradually Steal Your Toilet Over The Course Of Many Years
702,5 Classic Video Games That Are Sadly Ruined Because They Have Villains In Them
703,The 5 Least Scary Things Known As ‘The Widowmaker’ In Their Respective Towns
704,The Definition Of Luxury: This Spa Has Pools With Specialized Sharks That Eat Off Your Dead Limbs 
705,Mission Accomplished: ‘Storage Wars’ Is Ending After They Finally Found A Live Moose In One Of The Storage Containers
706,Grave Miscalculation: This Woman’s Weekend-Long Trip With Her Friend Should Have Really Just Been A Lunch
707,Fuck Fuck Fuck: We Promised Waaay Too Much Integration To Pepperidge Farm In This Article About A Boy Dying Of Cancer Raising Money For Other Sick Children
708,Yikes: This Documentary About A Feral Child Is 20 Minutes From The End And Things Do Not Seem To Be On The Upswing For The Feral Child
709,Cutest Celebrity Couple Ever? Werner Herzog And Nick Cannon Were Just Spotted ‘Lady And The Tramp’-ing A 40-Foot Party Sub Across The Border Of America And Germany
710,7 Foolproof Tips For Passing Your Daughter Off As A Crawfish So You Only Have To Buy One Disneyland Pass
711,7 Signs The Bathroom Attendant Is Doing His Job Just For Fun
712,Redemption: This Senior Class Really Came Together To Plan The Senior Prank After Dropping The Ball On The Fundraiser For A Classmate’s Surgery
713,The 4 Best N64 Games About Giving Bernie Mac A Haircut
